lead_id,activity_timestamp,activity_value,points
260,2021-03-22,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
260,2021-04-08,White Paper: A Practical Guide to GDPR Compliance,2
261,2020-01-03,Ebook: Defending Against Crypto-Ransomware,2
261,2020-01-09,Launch In-Browser Demo: DataSec Classification for Azure Files,15
262,2020-07-05,"Webinar Registration: Ransomware Unmasked: Detection, Response, and Resilience",5
262,2020-07-16,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
263,2020-04-20,Launch In-Browser Demo: DataSec Auditor for NetApp,15
264,2020-01-26,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
265,2021-02-27,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
266,2020-11-25,DataSec Service Monitor,8
266,2020-12-08,DataSec Disk Space Monitor,8
267,2021-03-07,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
268,2021-05-19,Get a Demo: DataSec Classification for Azure Files,40
269,2021-05-26,Get a Demo: DataSec Auditor for Azure Files,40
270,2020-07-11,Free Trial: DataSec Auditor for Microsoft 365,40
271,2021-06-14,Launch In-Browser Demo: DataSec Classification for Synology,15
272,2021-01-23,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
272,2021-02-05,Request a Quote: DataSec Auditor for Active Directory,40
273,2020-11-04,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
274,2021-05-02,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
275,2020-03-03,DataSec Flashlight for NetSuite,8
275,2020-03-14,Free Trial: DataSec Classification for Windows File Servers,40
276,2021-06-11,Free Trial: DataSec Auditor for Microsoft 365,40
277,2020-01-10,DataSec Event Log Manager,8
277,2020-01-13,Request a Quote: DataSec Auditor for NetApp,40
278,2020-03-16,Request a Quote: DataSec Auditor for Synology,40
279,2021-01-12,Get a Demo: DataSec Auditor for Windows Server,40
279,2021-01-17,White Paper: A Practical Guide to GDPR Compliance,2
280,2021-06-05,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
281,2021-04-09,Request a Quote: DataSec Auditor for Windows File Servers,40
282,2020-07-29,Get a Demo: DataSec Auditor for Network Devices,40
283,2020-11-24,Free Trial: DataSec Auditor for Exchange,40
284,2020-06-23,DataSec Bulk Password Reset,8
284,2020-07-04,DataSec Effective Permissions Reporting Tool,8
285,2020-11-22,Ebook: Defending Against Crypto-Ransomware,2
285,2020-11-28,Webinar Attendance: PAM Roadmap: Key Strategies for Effective Deployment and Team Engagement,10
286,2021-06-07,Request a Quote: DataSec Auditor for Active Directory,40
287,2021-04-15,Launch In-Browser Demo: DataSec Auditor for Qumulo,15
288,2021-02-20,White Paper: A Practical Guide to GDPR Compliance,2
288,2021-02-24,DataSec Account Lockout Examiner,8
289,2020-04-08,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
290,2020-09-20,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
291,2020-11-05,Webinar Registration: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,5
291,2020-11-12,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
292,2020-05-29,Get a Demo: DataSec Auditor for Network Devices,40
293,2020-08-24,White Paper: PCI DSS Compliance Checklist for IT Teams,2
293,2020-09-04,Request a Quote: DataSec Classification for Nutanix Files,40
294,2020-03-06,White Paper: A Practical Guide to GDPR Compliance,2
294,2020-03-08,Free Trial: DataSec Auditor for Active Directory,40
295,2021-06-12,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
296,2021-05-06,Request a Quote: DataSec Auditor for Active Directory,40
297,2021-02-21,Free Trial: DataSec Auditor for Microsoft 365,40
298,2020-11-25,White Paper: PCI DSS Compliance Checklist for IT Teams,2
298,2020-11-26,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
299,2021-04-17,White Paper: Insider Threat Detection Fundamentals,2
299,2021-04-22,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
299,2021-04-23,Webinar Registration: Group and Identity Management Mastery: Techniques and Best Practices,5
300,2020-11-02,Launch In-Browser Demo: DataSec Classification for NetApp,15
301,2021-04-14,Get a Demo: DataSec Classification for Dell Data Storage,40
302,2020-10-11,Launch In-Browser Demo: DataSec Auditor for Oracle Database,15
303,2021-06-26,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
304,2020-09-02,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
304,2020-09-20,Get a Demo: DataSec Auditor for Windows File Servers,40
305,2021-03-04,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
306,2020-03-28,Free Trial: DataSec Auditor for SharePoint,40
307,2020-08-22,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
308,2020-09-29,Launch In-Browser Demo: DataSec Auditor for Oracle Database,15
309,2020-04-29,White Paper: Active Directory Security Best Practices,2
309,2020-05-02,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
310,2020-01-07,Webinar Attendance: PAM Roadmap: Key Strategies for Effective Deployment and Team Engagement,10
311,2020-10-06,Webinar Registration: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,5
311,2020-10-11,Free Trial: DataSec Auditor for Network Devices,40
312,2020-04-11,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
313,2020-08-05,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
314,2020-01-24,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
315,2020-03-21,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
316,2020-03-03,White Paper: Preventing Data Loss - A DLP Primer,2
316,2020-03-15,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
317,2021-04-22,Request a Quote: DataSec Auditor for Windows File Servers,40
318,2020-06-02,Webinar Attendance: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,10
318,2020-06-17,Launch In-Browser Demo: DataSec Classification for Qumulo,15
319,2020-03-08,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
320,2020-01-26,Webinar Attendance: Identify and Reduce Risks Around Sensitive Data with DataSec Access Analyzer,10
321,2020-06-14,White Paper: Preventing Data Loss - A DLP Primer,2
321,2020-06-19,Get a Demo: DataSec Auditor for Windows File Servers,40
321,2020-07-04,Ebook: Defending Against Crypto-Ransomware,2
322,2020-07-03,DataSec Event Log Manager,8
322,2020-07-13,Launch In-Browser Demo: DataSec Auditor for Network Devices,15
323,2021-05-11,Get a Demo: DataSec Auditor for Windows Server,40
324,2020-07-12,Request a Quote: DataSec Auditor for Oracle Database,40
325,2021-06-16,Webinar Registration: World Password Day: You Still Have Passwords. Now What?,5
325,2021-06-18,Free Trial: DataSec Auditor for Qumulo,40
326,2020-09-13,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
327,2020-10-01,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
328,2020-09-28,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
329,2020-10-10,Launch In-Browser Demo: DataSec Auditor for Synology,15
330,2021-03-12,White Paper: Active Directory Security Best Practices,2
330,2021-03-14,White Paper: A Practical Guide to GDPR Compliance,2
330,2021-03-17,White Paper: A Practical Guide to GDPR Compliance,2
330,2021-03-25,DataSec Effective Permissions Reporting Tool,8
331,2021-05-23,Webinar Registration: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,5
331,2021-05-31,Free Trial: DataSec Classification for NetApp,40
332,2021-06-10,Get a Demo: DataSec Auditor for Windows Server,40
333,2020-12-07,Request a Quote: DataSec Auditor for Windows Server,40
334,2020-10-10,Request a Quote: DataSec Auditor for Windows File Servers,40
334,2020-10-18,Request a Quote: DataSec Auditor for Windows File Servers,40
335,2021-01-29,Get a Demo: DataSec Classification for Synology,40
336,2021-06-16,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
336,2021-06-24,White Paper: HIPAA Compliance for IT Auditors,2
337,2020-01-15,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
337,2020-01-26,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
338,2021-01-19,Free Trial: DataSec Classification for NetApp,40
339,2021-03-25,Launch In-Browser Demo: DataSec Classification for SharePoint,15
340,2021-05-20,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
341,2020-12-16,Free Trial: DataSec Auditor for Active Directory,40
342,2020-12-09,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
343,2021-06-04,DataSec Event Log Manager,8
343,2021-06-05,Free Community Edition: DataSec Auditor for Oracle Database: Free Community Edition,15
344,2021-03-12,Webinar Attendance: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,10
345,2020-02-13,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
346,2020-08-06,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
347,2021-03-18,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
348,2021-03-10,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
349,2021-05-20,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
350,2020-03-01,Request a Quote: DataSec Classification for SharePoint,40
351,2020-02-09,DataSec Inactive User Tracker,8
351,2020-02-12,DataSec Inactive User Tracker,8
351,2020-02-28,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
351,2020-03-09,Get a Demo: DataSec Classification for SharePoint,40
352,2021-02-21,Ebook: Password Policy Best Practices,2
352,2021-03-03,DataSec Bulk Password Reset,8
352,2021-03-12,Free Trial: DataSec Auditor for Active Directory,40
353,2021-05-12,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
354,2021-05-17,Launch In-Browser Demo: DataSec Auditor for NetApp,15
355,2020-11-02,DataSec Event Log Manager,8
355,2020-11-07,DataSec Inactive User Tracker,8
356,2021-04-02,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
357,2021-04-16,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
358,2021-02-01,Free Community Edition: DataSec Auditor for Oracle Database: Free Community Edition,15
358,2021-02-07,White Paper: HIPAA Compliance for IT Auditors,2
359,2020-12-22,Get a Demo: DataSec Auditor for Windows Server,40
360,2020-03-27,DataSec Bulk Password Reset,8
360,2020-03-30,DataSec Password Expiration Notifier,8
361,2020-10-30,White Paper: PCI DSS Compliance Checklist for IT Teams,2
361,2020-11-07,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
362,2020-10-04,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
363,2020-10-29,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
364,2020-07-10,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
364,2020-07-18,Free Trial: DataSec Auditor for Oracle Database,40
365,2020-03-02,White Paper: Insider Threat Detection Fundamentals,2
365,2020-03-10,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
366,2020-03-02,Webinar Registration: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,5
366,2020-03-03,Webinar Registration: Ease the Burden of IT Auditing with DataSec Auditor,5
367,2020-03-06,Get a Demo: DataSec Auditor for Windows Server,40
367,2020-03-11,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
367,2020-03-28,Launch In-Browser Demo: DataSec Classification for SharePoint,15
368,2020-03-05,DataSec Flashlight for NetSuite,8
368,2020-03-09,Webinar Registration: Group and Identity Management Mastery: Techniques and Best Practices,5
369,2020-08-10,Request a Quote: DataSec Auditor for Windows Server,40
370,2020-07-03,Free Trial: DataSec Auditor for Oracle Database,40
370,2020-07-20,Get a Demo: DataSec Auditor for Active Directory,40
370,2020-07-27,White Paper: HIPAA Compliance for IT Auditors,2
371,2020-03-17,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
372,2020-02-13,DataSec Event Log Manager,8
372,2020-02-19,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
373,2021-05-04,Launch In-Browser Demo: DataSec Auditor for Nutanix Files,15
373,2021-05-12,White Paper: Active Directory Security Best Practices,2
373,2021-05-18,White Paper: Active Directory Security Best Practices,2
374,2021-02-10,Get a Demo: DataSec Auditor for Windows File Servers,40
375,2020-11-15,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
376,2021-01-11,DataSec Flashlight for NetSuite,8
376,2021-01-20,White Paper: Preventing Data Loss - A DLP Primer,2
377,2020-08-07,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
378,2020-11-20,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
379,2020-04-27,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
380,2021-02-20,Request a Quote: DataSec Auditor for Active Directory,40
381,2021-03-29,Webinar Attendance: Mastering Endpoint Management with DataSec,10
382,2020-06-03,Request a Quote: DataSec Auditor for Microsoft 365,40
383,2020-06-01,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
384,2021-03-04,Request a Quote: DataSec Auditor for Windows File Servers,40
385,2020-12-05,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
386,2021-05-13,Launch In-Browser Demo: DataSec Auditor for Network Devices,15
386,2021-05-16,White Paper: Active Directory Security Best Practices,2
386,2021-05-24,White Paper: Insider Threat Detection Fundamentals,2
386,2021-06-02,White Paper: A Practical Guide to GDPR Compliance,2
387,2021-01-21,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
387,2021-01-30,Get a Demo: DataSec Classification for Windows File Servers,40
387,2021-02-05,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
387,2021-02-23,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
388,2020-09-19,Launch In-Browser Demo: DataSec Classification for Azure Files,15
389,2021-01-14,Get a Demo: DataSec Auditor for Windows File Servers,40
390,2021-05-10,Get a Demo: DataSec Auditor for Windows Server,40
391,2021-02-15,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
392,2020-03-19,Launch In-Browser Demo: DataSec Classification for Qumulo,15
393,2021-06-04,Get a Demo: DataSec Auditor for Azure Files,40
